UNIQID,NAME,X100B08,X101B88,X102B06,X103B41,X104B91,X105B13,X106B55,X10B88,X110B34,X111B51,X112B55,X113B11,X114B68,X11B47,X120B73,X122B81,X124B25,X127B00,X130B92,X131B79,X134B33,X135B40,X136B04,X137B88,X138B34,X139B03,X13B79,X140B91,X142B05,X143B81,X144B49,X145B10,X146B39,X147B19,X148B49,X14B98,X150B81,X151B84,X152B99,X153B09,X154B42,X155B52,X156B01,X158B84,X159B47,X15C94,X160B16,X161B31,X162B98,X163B27,X164B81,X165B72,X166B79,X168B51,X169B79,X16C97,X170B15,X171B77,X172B19,X173B43,X174B41,X175B72,X176B74,X177B67,X178B74,X179B28,X17C40,X180B38,X181B70,X182B43,X183B75,X184B38,X185B44,X186B22,X187B36,X188B13,X189B83,X18C56,X191B79,X192B69,X193B72,X194B60,X195B75,X196B81,X197B95,X198B90,X199B55,X19C33,X200B47,X201B68,X202B44,X203B49,X204B85,X205B99,X206C05,X207C08,X208C06,X209C10,X210C72,X211C88,X213C36,X216C61,X217C79,X218C29,X21C28,X220C70,X221C14,X222C26,X223C51,X224C93,X225C52,X226C06,X227C50,X229C44,X22C62,X230C47,X231C80,X232C58,X233C91,X234C15,X236C55,X237C56,X238C87,X239C32,X23C52,X240C54,X241C01,X242C21,X243C70,X244C89,X245C22,X246C75,X247C76,X248C91,X249C42,X24C30,X250C78,X251C14,X252C64,X253C20,X254C80,X255C06,X256C45,X257C87,X258C21,X259C74,X260C91,X261C94,X262C85,X263C82,X265C40,X266C51,X267C04,X268C87,X269C68,X26C23,X270C93,X271C71,X272C88,X274C81,X275C70,X277C64,X278C80,X279C61,X27C82,X280C43,X282C51,X283C22,X284C63,X286C91,X287C67,X288C57,X289C75,X28C76,X290C91,X291C17,X292C66,X294C04,X296C95,X297C26,X298C47,X301C66,X303C36,X304C89,X307C50,X308C93,X309C49,X311A27,X313A87,X314B55,X315C75,X316C65,X33C30,X34C80,X35C29,X36C17,X37C06,X39C24,X40C57,X41C65,X43C47,X44A53,X45A96,X46A25,X47A87,X48A46,X49A07,X50A91,X51A98,X52A90,X53A06,X54A09,X55A79,X56A94,X58A50,X5B97,X60A05,X61A53,X62A02,X63A62,X64A59,X65A68,X66A84,X67A43,X69A93,X6B85,X70A79,X72A92,X73A01,X74A63,X75A01,X76A44,X77A50,X79A35,X7B96,X82A83,X84A44,X85A03,X86A40,X87A79,X88A67,X8B87,X90A63,X94A16,X96A21,X99A50,X9B52
#,CLASS,ER+,ER-,ER+,ER-,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER-,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER-,ER+,ER+,ER+,ER+,ER-,ER-,ER+,ER+,ER-,ER-,ER+,ER+,ER+,ER+,ER+,ER-,ER+,ER-,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER-,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER-,ER+,ER+,ER+,ER+,ER+,ER-,ER-,ER+,ER+,ER+,ER-,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER-,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER-,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER-,ER+,ER-,ER+,ER+,ER+,ER+,ER+,ER-,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER-,ER+,ER-,ER-,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER-,ER-,ER+,ER+,ER+,ER+,ER+,ER+,ER-,ER+,ER+,ER-,ER+,ER+,ER+,ER-,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER-,ER+,ER+,ER+,ER+,ER+,ER+,ER-,ER+,ER+,ER+,ER+,ER+,ER+,ER-,ER+,ER+,ER+,ER+,ER-,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER-,ER+,ER+,ER+,ER+,ER-,ER+,ER+,ER+,ER+,ER+,ER+,ER+,ER+
1,HDAC1,0.261378,2.167887,-4.4134903,1.8544883,1.30604,0.052445572,0.28749266,1.8544885,1.3843892,1.2015738,-0.5221198,-0.9399847,-0.41765362,-0.3131874,-0.13037217,0.8359409,1.0187587,0.15691178,1.3843894,0.2874929,0.78370905,0.65312564,-1.8018328,-0.07813781,-0.41765386,1.2799228,-0.23483837,0.23526081,-1.1750343,0.6270085,-0.39153644,1.671673,1.0709904,0.54865944,0.10467743,-0.54823697,0.20914364,0.44419324,0.8098262,0.47031042,1.750022,-0.6004689,-0.4437708,-0.5743542,-2.9248452,0.23526107,-0.18260401,3.0036166,0.23526132,-0.8094013,-0.39153668,0.078560255,0.23526157,-1.1228024,-1.2533833,0.15691203,-0.4176541,1.3321573,-0.9661018,0.1307946,2.1122301E-4,-0.6004691,0.41807607,-0.8355184,-0.36542174,-1.984648,-0.83551866,0.104677685,-0.13037242,0.05244582,1.2015741,-0.8616356,-0.41765434,0.7314747,0.70536,0.10467794,1.5672069,-1.7495996,-0.2870702,-1.0966852,0.9142924,0.05244607,0.13079485,1.3582745,0.6531259,-0.86163586,-0.52212006,-0.5743544,-1.436201,0.52254224,-1.4100839,0.23526183,-1.4362012,-1.2533835,-2.7681458,0.07856051,2.8208013,-0.07813806,0.1307951,1.5149724,0.23526208,-1.2272686,0.6531261,0.67924285,2.1147302E-4,0.13079536,-0.60046935,1.4105062,0.3658442,-0.23483862,-0.078138314,-0.8616361,0.23526233,-0.8355189,1.5672071,-0.83551913,0.3919589,-1.2272688,0.47031066,0.5486597,-0.13037267,-0.6788204,0.28749314,-0.07813857,-0.23483887,0.99264145,-0.6527032,0.339727,-0.7571694,-0.28707045,-0.13037293,0.80982643,2.4029365,0.5747766,0.20914389,-0.626586,0.026328398,0.5225425,0.4180763,0.33972725,-1.0966854,0.3397275,-0.91387,-0.07813882,0.07856076,-0.44377103,-1.0183362,-2.036881,0.026328648,0.026328897,0.36584443,-0.36542198,1.8544887,1.0971076,2.1172302E-4,0.36584467,0.96652424,-0.57435465,-0.7049351,-0.9399849,0.5225427,0.3658449,-0.65270346,1.5149727,-0.9138702,0.13079561,-0.5743549,-1.1750345,0.15691228,-0.052020635,0.13079587,-0.75716966,-1.0183364,0.026329147,0.39195913,1.9328374,-0.18260427,-0.93998516,-1.1750348,-0.8355194,-1.3578495,-0.23483913,2.2984703,-0.5221203,0.26137823,1.2015743,-1.6712494,-0.99221903,0.20914415,-0.078139074,0.65312636,-0.31318763,0.078561015,-0.8877528,-0.31318787,-0.052020885,-1.2011514,-0.2870707,0.6792431,0.44419348,0.9926417,0.41807655,0.70536023,-0.15648684,0.36584514,-1.2011516,-0.5482372,0.73147494,0.4964276,-0.41765457,1.4105065,2.1197302E-4,-0.052021135,-1.0183367,0.23526259,1.3060403,-0.7049353,0.026329396,1.227691,-1.3317348,-0.8094015,0.28749338,1.3843896,-0.54823744,0.91429263,1.5933216,-0.8355196,0.15691254,-1.2533838,-0.39153692,0.4703109,0.36584538,-0.44377127,-0.6004696,-1.253384,3.9176977,0.7837093,0.13079612,-1.6973665,-1.2795005,-1.3578497,0.15691279,-0.887753,0.026329646,-0.80940175,0.39195937,0.36584562
2,MAPRE1,-0.43178484,1.7045714,-0.36502528,0.23582649,0.4027301,-0.23150302,-0.39840347,0.43611148,2.4389455,0.002163322,-0.29826257,-0.79897344,-0.23150328,-2.0340552,1.2706264,-1.0993961,-0.8991144,-0.16474031,-0.8991146,2.07176,2.8728936,0.16906376,1.1037228,1.3040045,-1.1995403,0.50287104,-0.8323516,-1.0993963,0.23582675,-1.7336292,-0.33164394,1.1704823,0.7699155,-1.4332033,0.36934876,-0.13135894,-1.900533,-1.2662997,0.10230422,1.2038637,-0.0645994,-0.16474056,-1.3664407,-0.2648812,0.40273035,0.3359674,-0.7322107,-0.86573297,-0.13135919,-0.9658739,2.2386637,0.7365342,0.235827,-0.6320698,0.16906402,-0.064599656,0.6030119,2.4723268,0.43611172,0.16906427,-0.36502552,0.5696337,-1.0993966,0.0355415,0.16906452,-0.06459991,0.369349,-1.399822,-0.16474082,0.10230447,1.0369601,-0.031218039,-0.23150353,-0.53192574,0.63639325,1.6711932,1.7379527,0.10230473,1.6711935,-1.0326366,0.46948966,2.238664,-0.2982628,1.1704825,1.0703415,-0.46516618,0.40273058,-0.3984037,0.33596763,1.0703417,0.5362524,-1.066018,0.23582725,-0.29826304,0.40273082,-1.0993968,0.16906478,-0.06460016,-0.43178508,1.1704828,0.76991576,0.87005645,-0.7989737,0.66977465,-0.69882935,0.3025892,0.60301214,0.5028713,0.6363935,-1.0326369,0.4694899,0.43611196,-1.0660182,0.03554175,-0.064600416,1.337386,0.035542,1.3040048,0.10230498,0.2358275,-1.5667256,0.8700567,-0.06460067,0.33596787,0.4361122,1.070342,-1.0993971,-0.5653071,-0.531926,2.5724678,-0.96587414,2.4389458,0.40273106,-0.39840394,-0.06460092,-0.29826328,1.4709082,0.10230523,-0.89911485,-0.8657332,-0.9324957,-0.39840418,1.304005,0.16906503,-0.7655921,-0.23150378,0.6697749,-0.66545117,-0.43178532,-0.6988296,-0.43178555,-1.3664409,-0.064601175,0.6030124,1.6711937,1.103723,0.6363937,1.3040053,-0.76559234,-1.9672924,-2.0006738,-1.5333443,-0.23150404,0.16906528,0.769916,-0.8991151,0.6030126,1.9048563,0.20244512,-1.3664411,1.5710491,-0.83235186,-1.3664414,-0.5319262,-2.0674334,0.56963396,0.6697751,-0.26488143,0.4027313,-0.7989739,-0.36502576,-0.6988298,-0.4317858,-0.13135944,1.2706267,-0.73221093,-1.2663,0.03554225,0.43611243,1.3707674,-0.06460143,0.5696342,-0.7322112,-1.0993973,0.56963444,-0.53192645,0.43611267,-0.06460168,-1.7002479,0.5028715,-0.79897416,-0.7989744,0.13568558,0.46949014,0.4361129,-0.8991153,0.20244537,2.0383787,-0.6654514,-0.29826352,1.1037233,0.76991624,0.16906554,-1.1327775,0.30258945,-0.5319267,-3.8366072,-0.23150429,-0.53192693,-1.5333445,0.43611315,0.16906579,1.671194,1.9048566,1.3040055,-0.1313597,1.6044304,-0.43178603,0.50287175,-2.3010998,-1.1327777,0.16906604,-0.064601935,-0.16474107,-0.93249595,0.1690663,-1.1327779,0.3359681,-0.06460219,-0.16474132,-0.33164418,-2.3678591,-0.43178627,-1.1995405,-1.3998222,0.40273154,-0.365026
3,NEO1,0.6571154,-1.7942877,-0.24990417,1.8337872,-1.5981758,1.073854,0.06877835,0.3384329,-1.965885,4.1135917,0.068778604,0.06877886,0.33843315,-0.54407215,1.5641339,1.1228808,-1.0343533,-2.2845676,1.5641341,-0.37247473,-1.3775492,-0.49504414,0.36294746,0.2648903,-0.29893216,-2.1374836,0.09329177,0.31391832,-0.1763616,-1.2794932,0.28940374,-1.8678291,0.14231975,-0.5440724,0.6080863,1.7602458,-0.6911561,-0.5440726,0.38745973,0.9512834,0.019750362,-0.6176147,0.21586233,0.019750612,0.6816277,0.46100345,-0.05379221,-0.053792458,-0.02927763,0.9267688,0.4119743,-2.2355397,0.41197455,0.3629477,0.9022542,0.33843338,0.8532274,-2.6767914,-0.5195587,0.6816279,-0.02927788,-0.32344675,-0.27441758,1.0983661,0.4119748,1.6376753,0.36294794,0.14232,2.5446937,0.06877911,0.6080865,0.14232026,0.31391856,0.90225446,-0.49504438,0.63260084,-0.12733361,0.55905944,-0.37247497,-0.17636186,-1.4510906,-0.7892121,0.5590597,-0.7156707,-0.54407287,0.21586259,-0.053792708,-2.2110262,-0.12733386,1.2699659,0.14232051,0.5590599,1.0738542,0.60808676,-0.71567094,1.3680218,-0.74018407,0.95128363,1.8092726,2.1279552,-1.0098386,0.5345449,0.51003027,0.7551714,-0.49504462,0.38745996,-0.6911563,0.97579795,1.0738544,-0.27441782,-2.2845678,-3.6573524,0.044263773,0.608087,-0.5440731,0.044264022,0.5835717,-0.078305624,0.60808724,0.14232077,0.36294818,-0.7401843,-1.1814371,0.068779364,-0.9853252,0.8287128,-0.053792957,-0.7156712,0.926769,-0.12733412,-0.86275464,-0.69115657,-0.27441806,1.3189927,0.70614225,0.4610037,-0.6421281,1.1719099,-0.7156714,-0.053793207,-0.3724752,0.5100305,0.6080875,0.4855157,-0.24990442,0.117806345,-1.0098388,0.6080877,-0.2253896,1.2944782,-0.17636211,-0.07830588,0.26489055,0.7061425,1.2699661,-0.44601613,-1.1814374,-0.37247545,0.92676926,-1.7942879,0.5835719,-1.1324092,-1.5736611,-1.7207451,0.65711564,0.7061427,0.75517166,0.14232102,0.19134775,1.1964222,-0.2744183,0.1178066,0.46100393,0.2648908,-0.1028202,-0.93629724,0.9267695,-0.004764218,0.82871306,0.9757982,0.33843362,-0.053793456,0.9512839,-0.5685867,1.6376755,-2.0394275,-2.1865115,1.9563578,-0.64212835,0.16683434,0.58357215,0.3139188,0.06877962,1.4170487,0.46100417,0.06877987,-1.8678293,0.6326011,-0.9362975,0.36294842,-0.02927813,0.14232127,0.5345451,-0.1518482,-0.102820456,1.4905901,0.019750861,0.068780124,-1.6226891,0.36294866,0.26489103,-0.44601637,-0.74018455,-0.47053072,0.5835724,1.318993,-0.81372666,1.3435073,0.11780685,-0.12733437,-0.22538985,0.51003075,-1.9168571,-3.191586,0.1668346,0.3629489,0.48551595,-0.71567166,0.7551719,0.8532276,-0.4460166,-0.2989324,0.16683485,-0.6421286,-0.49504486,-0.34796017,-2.701306,0.09329202,-1.9903996,0.4855162,0.5835726,-0.27441853,-0.98532546,0.06878038,-1.2549785,-0.10282071,-0.12733462
4,FN1,0.88520175,-0.31888023,0.13784046,-0.49880072,0.44232005,0.63608086,0.31775963,-1.0247219,0.59456116,-0.8448013,-2.2564845,0.31775987,0.5945614,-1.8689642,0.80216104,-0.84480155,0.09631944,-0.31888047,0.09631969,0.56688046,-1.1492822,0.85752106,1.3280821,0.35928065,-0.014400653,-5.27361,0.09631994,0.42848104,-0.13896109,0.62224054,1.272722,-1.2461619,0.885202,-0.29120088,-2.920805,0.4976801,1.3557614,0.81600136,0.29008025,0.35928088,-0.7756023,1.3557616,0.5668807,0.40080035,0.56688094,0.4008006,1.0236012,-0.49880096,0.73296064,0.35928112,0.8160016,0.01328003,-0.1804808,0.4423203,0.2900805,0.44232053,-1.2461622,0.92672145,0.4838411,0.8021613,0.51152045,0.8852022,-1.1216029,0.23472022,0.40080082,0.9267217,-1.8966435,-2.699365,-2.3672047,-0.6095208,1.3280823,0.40080106,0.42848128,0.29008073,-0.24968117,0.26239958,-2.242644,0.13784072,0.01328028,0.4008013,0.0963202,0.35928136,0.84368074,-0.014400902,0.29008096,0.88520247,0.8298417,-0.8309623,0.40080154,0.09632045,0.49768034,-0.24968143,0.5668812,0.8852027,0.88520294,0.3454403,-4.138727,0.15167949,-0.34656093,0.26239982,-1.1216031,1.3557619,0.48384133,-0.8448018,1.0236014,0.5668814,0.6360811,-0.7756025,-0.42960164,-0.77560276,-0.4988012,0.054799736,-0.2912011,-0.37424162,0.13784097,0.8852032,0.843681,0.55304015,0.15167974,0.56688166,-1.1492825,0.2900812,0.8436812,0.8852034,0.34544054,0.13784122,0.20703954,-0.844802,0.88520366,0.0132805295,0.0963207,0.20703979,0.09632096,0.8852039,0.40080178,0.3177601,-0.9693618,-1.0247221,-0.41576132,-0.6648809,0.20704004,0.59456164,0.8575213,1.2727222,0.054799985,-0.13896134,0.7191216,0.8021615,0.31776035,-0.41576156,0.34544078,0.9820815,-1.6060029,-1.5091232,-0.055920355,0.29008144,-0.18048105,0.15168,0.44232076,-0.4157618,-0.014401152,-2.3948839,-0.7894413,0.013280779,0.345441,0.8298419,1.3696018,0.84368145,0.5668819,0.42848152,0.5945619,-0.37424186,0.5530404,0.85752153,-0.097440064,-2.0073636,0.88520414,-1.772083,0.8575218,0.29008168,0.80216175,-0.29120135,-3.0592058,0.42848176,0.63608134,0.8852044,0.802162,-0.014401401,-1.5091234,0.26240006,0.428482,0.56688213,0.442321,0.48384157,0.857522,0.8852046,0.44232124,0.88520485,0.6360816,0.8436817,-0.3188807,0.44232148,-1.2046423,-0.2912016,-0.9140017,-0.9970425,-0.31888095,0.5668824,-1.0247223,0.89904076,0.09632121,0.5115207,0.3592816,0.013281029,-1.4676034,0.80216223,-2.367205,0.6360818,-1.4260825,-0.069760695,0.34544125,0.80216247,0.8852051,0.29008192,0.85752225,-0.969362,0.2624003,0.09632146,0.40080202,0.013281278,0.35928184,0.35928208,-1.5091237,1.0236017,0.8852053,-0.8032816,-0.15280011,-3.8342478,-2.3672051,0.15168025,0.7191218,0.71912205,0.3454415,-0.9970427,-1.6198432,-2.0350442,0.6222408
5,FOS,0.9869977,-1.3921003,-1.2465899,-2.2069595,-0.8828131,-0.79550683,0.8342116,-0.6208943,-0.6499964,-0.49721023,-1.9086629,-1.2247632,-0.40262827,0.13576072,-1.0355992,-0.24256644,0.8778651,-0.9191909,0.37585315,-1.7922546,-0.35897547,0.8342118,-0.52631235,0.36130244,1.8818874,0.24489339,2.1292555,1.5399381,-1.9741428,-1.1811097,0.44133303,-1.1956611,-1.2465901,-1.1083548,-0.5263126,1.7582041,-0.48993453,1.2343658,1.4017026,-0.9191911,-1.8650098,1.0088241,0.6086699,1.4380804,-0.43173036,0.9724463,1.234366,-0.27894422,-1.6831216,0.31037328,-1.1010791,0.44133326,-0.25711784,1.2125394,1.4890089,1.9255409,-1.399376,-1.3775493,0.5868435,1.4453561,1.6563464,1.0088243,0.3758534,1.4890091,0.71052754,0.23761839,0.12121003,0.7760074,1.2270901,-1.108355,-1.1083553,0.97244656,1.3071207,-0.49721047,-0.3808019,0.4704351,-2.2069597,0.32492465,-0.7955071,1.2561922,-0.3516998,-1.2465904,0.31764895,0.54319066,-0.9555687,-0.15526016,-0.22074004,0.57229275,0.83421206,-0.81005824,1.4962846,1.0670283,1.0233755,1.4380807,-1.1010793,0.65232337,-1.0355995,-1.0792527,-0.28621992,-0.533588,0.6959768,0.11393434,-0.5408637,0.23761864,1.5690402,0.659599,-0.35170004,0.13576098,0.95061994,0.4631594,-0.8609867,-1.166559,1.5472138,-0.5917922,0.17213851,-1.1229055,0.8705894,-0.7955073,1.736377,-0.14798516,1.4235297,1.0961304,-1.0137728,1.4453564,0.11393459,-1.5085087,-2.0541735,0.019352373,0.81966084,-0.0534032,-1.4066514,0.69597703,-0.55541444,1.0088246,-0.024301108,0.42678162,-0.11160737,1.0233757,-0.5699658,0.29582256,1.42353,-0.62089455,-0.73730266,0.93606925,0.92879355,1.8164083,1.2270904,1.5981423,0.92151785,1.5544888,-1.3921006,-0.32987338,-0.48993477,-1.1156305,-1.4284781,-0.5626901,-0.19163795,-0.14798541,1.3289478,1.2270906,-0.024301358,0.8342123,0.5140886,-1.4721313,0.55774134,0.7687317,0.5577416,0.10665864,0.06300516,1.4235302,-0.16253586,-0.40990397,1.63452,0.3249249,0.4922615,-2.0032449,-0.14798567,0.83421254,0.8342128,0.7250789,-0.59179246,0.121210285,-1.6903969,0.012076677,0.834213,-1.1229057,-0.43900606,-1.0210485,-1.0137731,-0.6718228,1.4890094,1.6345203,0.7832831,0.17941421,-0.5626903,0.7250791,-1.384825,-0.0606782,0.83421326,-0.13343377,0.47043535,0.6232212,0.48498648,0.08483224,-0.51903665,0.979722,0.78328335,0.33220035,-0.14798592,-0.089780286,-0.2643935,-0.9555689,-1.5376108,1.2416415,-1.2247634,-0.038851805,-0.1916382,0.06300541,-0.76640475,0.25944477,-0.66454774,0.60139483,-0.5772408,-1.7413257,-0.6863742,-0.56269056,-0.53358823,0.5140888,-0.5845165,0.7905581,-0.09705599,-1.7486014,0.24489364,-1.071977,-1.6394684,-0.5117616,-0.5263128,-2.7016957,-0.9046402,-0.8318846,0.3176492,1.0452019,-1.1811099,1.023376,-0.73002696,-0.22801574,-0.54086393
6,MDM2,0.8121317,-0.16427314,0.81213194,0.052705135,0.052705385,1.02911,-1.0321863,-0.38125142,-0.81520796,-0.055781413,0.5951534,-0.48973796,0.9206234,0.052705634,-0.38125166,-0.8152082,-0.4897382,0.37817514,-0.055781662,-0.48973843,-0.1642734,-1.1406728,-0.3812519,0.7036451,-1.4661428,0.8121322,-1.140673,0.37817538,-0.48973867,-1.1406733,-0.81520844,-1.0321865,-0.70671624,-1.6831211,-1.0321867,0.5951536,-0.16427365,-0.055781912,-1.1406735,-0.9236945,1.0291102,0.052705884,-0.8152087,-0.8152089,0.16119686,0.16119711,0.16119736,-0.81520915,1.2460883,-0.05578216,0.37817562,-0.4897389,0.8121324,-0.38125214,-0.5982297,-1.2491645,2.8734279,2.873428,-1.466143,-0.59822994,2.2224932,-0.8152094,-2.1170776,-0.1642739,-0.8152096,-0.05578241,-0.05578266,-0.81520987,-0.5982302,-1.1406738,0.48666686,0.37817585,1.2460885,0.4866671,0.16119762,0.26968858,-0.38125238,1.4630665,0.70364535,3.8498328,-1.140674,0.052706134,1.1376017,0.16119787,-0.38125262,-0.7067165,-1.2491647,-0.48973915,0.052706383,-1.032187,0.3781761,0.16119812,-0.27275968,1.4630667,1.2460887,-1.3576511,-0.38125286,-0.05578291,-0.8152101,-0.16427416,-1.3576514,1.137602,-0.4897394,-0.7067167,1.246089,0.37817633,0.37817657,0.16119838,-0.3812531,2.2224934,1.1376022,-0.70671695,-0.38125333,3.4158762,0.16119863,-1.3576516,-0.48973963,-0.81521034,-1.3576518,-1.6831213,-0.8152106,-0.16427441,-1.7916076,0.052706633,-1.1406742,-0.16427466,3.849833,-0.38125357,-0.05578316,0.3781768,-1.3576521,-0.3812538,0.37817705,-0.05578341,0.2696888,-0.5982304,-0.38125405,-1.4661433,-1.3576523,-0.7067172,1.8970231,-1.1406745,-0.70671743,-0.59823066,-0.05578366,0.81213266,-0.70671767,-1.1406747,-0.3812543,1.1376024,0.16119888,-0.5982309,-0.05578391,-1.2491649,-0.05578416,-1.0321872,-0.8152108,-0.7067179,-0.38125452,0.59515387,1.4630669,0.8121329,-2.008586,-0.48973987,-0.70671815,-0.92369473,2.547958,0.92062366,-0.4897401,1.0291104,-0.7067184,1.2460892,1.2460895,0.7036456,-0.59823114,-0.81521106,0.81213313,-1.2491652,1.2460897,1.2460899,2.5479581,-0.38125476,0.052706882,1.2460902,-0.7067186,1.3545799,0.3781773,-0.16427492,0.26968905,-1.0321875,0.37817752,0.2696893,-0.48974034,0.48666734,1.6800448,1.0291107,0.16119914,1.1376027,-0.8152113,0.5951541,0.9206239,0.7036458,0.37817776,0.48666757,0.4866678,1.2460904,-0.48974058,-1.140675,-1.1406752,-0.16427517,-1.3576525,0.48666805,-0.16427542,1.1376029,-2.1170778,0.59515435,0.378178,0.16119939,0.26968953,1.2460907,-0.81521153,0.37817824,0.37817848,0.5951546,-0.381255,0.70364606,-0.38125524,1.1376032,-1.3576528,0.16119964,1.4630672,-0.16427568,-0.16427593,-0.055784408,-0.16427618,0.7036463,-0.16427644,0.052707132,0.37817872,0.05270738,0.4866683,-0.8152118,-1.0321877,-0.815212,1.5715582,0.8121334,0.70364654
7,MDM4,-0.7704812,0.36399868,0.6476181,-0.865021,-0.014162773,0.9312375,0.2694589,1.4984785,-0.8650212,-0.20324238,-1.1486404,0.36399892,-0.86502147,3.3892746,-1.4322598,-0.77048147,0.64761835,0.6476186,0.64761883,-0.10870258,-0.20324263,0.64761907,0.08037703,0.74215794,-0.29778218,0.6476193,-1.43226,-0.39232197,-0.10870283,-1.7158792,-0.4868618,-0.3923222,-0.8650217,-0.29778242,-0.6759414,-0.108703084,0.4585385,0.08037728,-0.39232245,-1.1486406,0.36399916,0.080377534,-0.86502194,0.8366977,-1.0541006,-0.8650222,-0.014163023,-1.2431803,-0.3923227,0.93123776,-0.67594165,-0.8650224,-1.33772,-1.3377203,-1.1486409,1.4039365,1.6875582,-0.29778266,-0.5814016,-1.1486411,-0.2977829,-0.86502266,0.08037779,-0.10870334,0.45853874,-0.014163272,-0.5814018,-0.10870359,-0.014163522,-0.108703844,-0.1087041,-0.8650229,0.45853898,0.83669794,-1.2431805,-1.3377205,0.3639994,-0.10870435,1.7820958,-1.1486413,0.36399963,-0.29778314,1.1203171,-0.86502314,-0.108704604,-0.10870486,-0.10870511,0.36399987,0.8366982,-0.48686203,-0.48686227,-0.39232293,1.5930161,-1.1486416,-0.6759419,0.64761955,-0.108705364,3.6728919,-0.20324288,0.8366984,-1.6213394,-1.3377208,0.83669865,0.45853922,1.214857,0.45853946,0.26945913,1.3093967,-1.5267997,-0.014163772,-1.1486418,-1.1486421,1.4039367,-0.9595608,0.8366989,0.8366991,-0.8650234,-1.4322603,-0.29778337,-1.9994986,0.26945937,-0.4868625,0.08037804,-0.48686275,-0.486863,2.7274938,0.080378294,-0.014164021,1.1203173,0.08037855,1.2148572,-0.014164271,1.782096,0.3640001,-1.337721,-0.10870562,-0.10870587,-0.2977836,0.6476198,0.2694596,1.309397,0.83669937,0.26945984,0.8366996,0.7421582,0.83669984,-0.8650236,-0.95956105,-1.3377212,0.64762,1.0257773,-0.48686323,0.26946008,-0.01416452,-1.2431808,-0.86502385,-0.108706124,0.26946032,-0.39232317,1.1203176,1.403937,1.4984788,-0.7704817,-1.3377215,-0.9595613,-0.10870638,-1.1486423,0.64762026,0.8367001,1.498479,0.26946056,2.5384142,1.4984792,0.4585397,1.0257776,-0.6759421,1.4039372,1.4984795,3.483812,0.5530783,-0.29778385,-0.67594236,-2.4722,-0.3923234,1.2148575,2.9165733,0.36400035,1.9711753,-0.8650241,-0.48686346,1.5930164,0.7421584,-0.6759426,1.4039375,-0.77048194,-0.4868637,-1.1486425,1.8766378,-0.7704822,-1.8104191,0.2694608,-0.8650243,-0.01416477,0.45853993,-0.10870663,0.8367003,1.2148577,-0.7704824,-1.1486428,-0.86502457,0.26946104,-0.2977841,-0.48686394,-0.29778433,-0.39232364,-0.108706884,-0.8650248,-0.20324314,0.0803788,-1.8104193,-1.0541009,-1.8104196,0.83670056,-0.58140206,0.080379054,-1.243181,-0.10870714,-0.29778457,-0.2977848,-0.9595615,-0.39232388,-0.10870739,0.6476205,0.8367008,1.3093972,1.4984797,0.08037931,0.26946127,0.74215865,-1.3377217,-0.20324339,1.1203178,-1.148643,-0.29778504,-0.29778528,-0.29778552,-0.67594284
