UNIQID,NAME,GSM20962.CEL,GSM20701.CEL,GSM20702.CEL,GSM20719.CEL,GSM20737.CEL,GSM20759.CEL,GSM20834.CEL,GSM20877.CEL,GSM20878.CEL,GSM20882.CEL,GSM20908.CEL,GSM20926.CEL,GSM20929.CEL,GSM20949.CEL,GSM20958.CEL,GSM19383.CEL,GSM20706.CEL,GSM20744.CEL,GSM20776.CEL,GSM20780.CEL,GSM20801.CEL,GSM20804.CEL,GSM20806.CEL,GSM20812.CEL,GSM20813.CEL,GSM20815.CEL,GSM20831.CEL,GSM20872.CEL,GSM20875.CEL,GSM20876.CEL,GSM20911.CEL,GSM20928.CEL,GSM20933.CEL,GSM20942.CEL,GSM20687.CEL,GSM20688.CEL,GSM20693.CEL,GSM20694.CEL,GSM20696.CEL,GSM20697.CEL,GSM20698.CEL,GSM20704.CEL,GSM20707.CEL,GSM20712.CEL,GSM20723.CEL,GSM20728.CEL,GSM20733.CEL,GSM20741.CEL,GSM20742.CEL,GSM20748.CEL,GSM20751.CEL,GSM20753.CEL,GSM20757.CEL,GSM20761.CEL,GSM20763.CEL,GSM20764.CEL,GSM20765.CEL,GSM20767.CEL,GSM20771.CEL,GSM20772.CEL,GSM20777.CEL,GSM20784.CEL,GSM20786.CEL,GSM20789.CEL,GSM20793.CEL,GSM20798.CEL,GSM20805.CEL,GSM20814.CEL,GSM20817.CEL,GSM20819.CEL,GSM20827.CEL,GSM20828.CEL,GSM20832.CEL,GSM20842.CEL,GSM20844.CEL,GSM20845.CEL,GSM20850.CEL,GSM20865.CEL,GSM20884.CEL,GSM20890.CEL,GSM20891.CEL,GSM20893.CEL,GSM20901.CEL,GSM20903.CEL,GSM20906.CEL,GSM20923.CEL,GSM20935.CEL,GSM20937.CEL,GSM20938.CEL,GSM20939.CEL,GSM20940.CEL,GSM20943.CEL,GSM20959.CEL,GSM20961.CEL,GSM20963.CEL,GSM20964.CEL,GSM20965.CEL,GSM20966.CEL,GSM19382.CEL,GSM20684.CEL,GSM20685.CEL,GSM20686.CEL,GSM20689.CEL,GSM20690.CEL,GSM20691.CEL,GSM20692.CEL,GSM20695.CEL,GSM20699.CEL,GSM20700.CEL,GSM20703.CEL,GSM20705.CEL,GSM20708.CEL,GSM20709.CEL,GSM20710.CEL,GSM20711.CEL,GSM20713.CEL,GSM20714.CEL,GSM20715.CEL,GSM20716.CEL,GSM20717.CEL,GSM20718.CEL,GSM20720.CEL,GSM20721.CEL,GSM20722.CEL,GSM20724.CEL,GSM20725.CEL,GSM20726.CEL,GSM20727.CEL,GSM20729.CEL,GSM20730.CEL,GSM20731.CEL,GSM20732.CEL,GSM20734.CEL,GSM20735.CEL,GSM20736.CEL,GSM20738.CEL,GSM20739.CEL,GSM20740.CEL,GSM20743.CEL,GSM20745.CEL,GSM20746.CEL,GSM20747.CEL,GSM20749.CEL,GSM20750.CEL,GSM20752.CEL,GSM20754.CEL,GSM20755.CEL,GSM20756.CEL,GSM20758.CEL,GSM20760.CEL,GSM20762.CEL,GSM20766.CEL,GSM20768.CEL,GSM20769.CEL,GSM20770.CEL,GSM20773.CEL,GSM20774.CEL,GSM20779.CEL,GSM20781.CEL,GSM20782.CEL,GSM20783.CEL,GSM20785.CEL,GSM20787.CEL,GSM20788.CEL,GSM20790.CEL,GSM20791.CEL,GSM20792.CEL,GSM20794.CEL,GSM20795.CEL,GSM20796.CEL,GSM20797.CEL,GSM20799.CEL,GSM20800.CEL,GSM20802.CEL,GSM20803.CEL,GSM20807.CEL,GSM20808.CEL,GSM20809.CEL,GSM20810.CEL,GSM20811.CEL,GSM20816.CEL,GSM20818.CEL,GSM20822.CEL,GSM20823.CEL,GSM20824.CEL,GSM20825.CEL,GSM20826.CEL,GSM20829.CEL,GSM20830.CEL,GSM20833.CEL,GSM20835.CEL,GSM20836.CEL,GSM20837.CEL,GSM20838.CEL,GSM20839.CEL,GSM20840.CEL,GSM20841.CEL,GSM20843.CEL,GSM20846.CEL,GSM20847.CEL,GSM20849.CEL,GSM20851.CEL,GSM20852.CEL,GSM20853.CEL,GSM20854.CEL,GSM20855.CEL,GSM20856.CEL,GSM20857.CEL,GSM20858.CEL,GSM20859.CEL,GSM20860.CEL,GSM20861.CEL,GSM20862.CEL,GSM20863.CEL,GSM20864.CEL,GSM20866.CEL,GSM20867.CEL,GSM20868.CEL,GSM20869.CEL,GSM20870.CEL,GSM20871.CEL,GSM20873.CEL,GSM20874.CEL,GSM20879.CEL,GSM20880.CEL,GSM20881.CEL,GSM20883.CEL,GSM20885.CEL,GSM20886.CEL,GSM20889.CEL,GSM20892.CEL,GSM20894.CEL,GSM20895.CEL,GSM20896.CEL,GSM20897.CEL,GSM20898.CEL,GSM20902.CEL,GSM20904.CEL,GSM20905.CEL,GSM20907.CEL,GSM20909.CEL,GSM20910.CEL,GSM20912.CEL,GSM20913.CEL,GSM20914.CEL,GSM20915.CEL,GSM20916.CEL,GSM20917.CEL,GSM20918.CEL,GSM20919.CEL,GSM20920.CEL,GSM20921.CEL,GSM20922.CEL,GSM20924.CEL,GSM20927.CEL,GSM20930.CEL,GSM20931.CEL,GSM20932.CEL,GSM20934.CEL,GSM20936.CEL,GSM20941.CEL,GSM20944.CEL,GSM20945.CEL,GSM20946.CEL,GSM20947.CEL,GSM20948.CEL,GSM20950.CEL,GSM20951.CEL,GSM20953.CEL,GSM20954.CEL,GSM20955.CEL,GSM20956.CEL,GSM20957.CEL,GSM20960.CEL
#,CLASS,LAM_RESTO,LAM_INV,LAM_INV,LAM_INV,LAM_INV,LAM_INV,LAM_INV,LAM_INV,LAM_INV,LAM_INV,LAM_INV,LAM_INV,LAM_INV,LAM_INV,LAM_INV,LAM_LAP,LAM_LAP,LAM_LAP,LAM_LAP,LAM_LAP,LAM_LAP,LAM_LAP,LAM_LAP,LAM_LAP,LAM_LAP,LAM_LAP,LAM_LAP,LAM_LAP,LAM_LAP,LAM_LAP,LAM_LAP,LAM_LAP,LAM_LAP,LAM_LAP,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_M5,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO,LAM_RESTO
1,HDAC1,0.26299268,0.45148313,-1.0665518,1.1996814,0.34766796,0.9983734,-0.5023631,-0.017993439,0.49059042,-0.4575854,-0.5075864,0.4761577,-1.5283864,1.1246572,-0.9938613,-2.316602,-1.9104389,-1.1780331,-1.1659632,-2.0094166,-2.4605222,-0.77516425,-1.8948699,-1.6939158,-1.0493225,-1.7510933,0.19515294,-1.5845952,-0.13544308,-0.3179518,1.1629689,-1.1825433,-1.1713196,0.9519672,0.15981081,0.80153835,0.92847407,0.4912796,0.83402795,0.8116657,0.90363187,0.07918277,0.6824256,-1.0464221,0.6367592,0.3675316,1.1104001,0.24922517,0.18222095,0.29539186,0.11236424,-2.2875662,1.4021735,0.32931572,0.72420716,0.1118427,0.120682225,-0.928882,0.47406623,-0.102889575,-0.117806606,-0.17633851,0.10912592,-0.41094774,0.34745243,-0.44088557,-0.49174076,-0.97693264,-0.5929243,-0.42847246,-0.21168596,0.86264867,0.5074047,-0.4176479,-2.6413918,-0.87446123,-0.3463809,0.8185043,0.6982846,-0.8231324,-0.12407569,0.20699929,1.4223166,-1.2014304,0.44115615,0.44512624,-0.11797158,0.39269844,0.76653415,0.11944757,-0.23443668,-2.1179602,-0.6682545,0.19480968,0.31888497,1.1816723,-0.46075454,-0.06229749,1.302041,0.6583125,-0.020944381,-0.5507836,0.16465099,1.0918163,0.7581869,-0.4074513,0.91873515,-0.315094,-0.86661685,1.06087,1.3734597,-0.42076382,0.56841123,0.98459786,1.0067259,0.579595,-1.0827647,0.81156194,0.13544758,0.57052666,0.9578957,1.2767811,0.5504714,1.0289391,0.56417775,1.4641061,1.1405934,1.6017333,0.43061897,-0.20396134,0.20948191,0.1465595,-0.3521577,-2.1644435,-0.12171281,0.14143993,0.92854327,0.0050686137,1.3522576,-0.017304266,-1.6262383,1.4885225,0.38810572,-0.37032637,0.46256846,0.5007737,0.32872766,-0.20522527,0.27234045,1.5187211,-0.13207437,-0.04823727,2.0218208,-0.7014493,2.6093404,0.91873527,0.8299408,0.7020551,0.5331782,0.3132279,-0.068143494,0.79656243,-1.1184741,-0.7558142,-2.3948112,-0.5765863,0.41082186,-0.67172426,0.41962147,-0.8183614,-0.3204105,0.7329828,0.8562066,0.3474338,0.3967643,0.90332854,0.3448208,0.29812193,-0.4370645,-0.37184042,0.8428808,-0.588595,0.19936515,-0.28894794,1.2736492,0.6910842,-0.0023553078,-1.0028099,1.0131468,0.4446393,-0.8590093,-0.998015,-2.246285,-1.1481724,-2.0685444,-2.2189734,0.11263565,-0.54636914,-0.23174916,-1.4820094,-2.4283066,-0.9872835,0.7172675,-0.47529638,0.5477174,-0.6383672,-0.3209666,-0.2537096,-0.2932533,-0.76215774,0.06883717,0.8453182,0.63518924,-0.08555113,-0.07873123,-0.05652865,-1.5578744,-0.19022577,0.59696007,0.19436266,0.40708062,-0.03050767,0.28248647,0.19289915,-1.2688737,0.054659877,-3.7001734,0.5323054,-0.24382435,-0.92631954,-0.56794906,-0.08550323,0.43752402,0.45958558,0.5766281,1.1165148,1.8900555,1.0831738,-0.037082765,-2.2888088,0.94802105,1.4793929,-0.46621737,0.70226,1.3749259,1.5291864,0.17903319,2.8552213,-0.27744752,0.9309062,-0.28369266,-0.93476796,0.80289537,1.1876194,0.9494766,-0.7878807,0.29932466,-0.37693605,1.3388653,0.36267015,-1.5345117,1.210663,1.0321109,0.545115,-1.4856149,-0.09366954,0.3793407,-0.075942606,0.2038674,-1.6697681,0.024836468,1.8587633,-0.7557849,-3.0744114
2,MAPRE1,0.16962652,-0.6115107,-0.5892962,-1.2381122,-0.17218919,-0.11606976,-0.44897,-1.9666234,-0.90288204,-1.1114749,0.5575467,-0.68260753,-0.9272374,-0.36345425,-0.91399366,0.32442108,0.52318794,0.034245264,1.6318791,0.28039643,-1.3999083,1.6274402,1.2566122,0.98743784,0.31137803,-1.0546049,1.61737,0.3064098,-0.21251966,0.71006656,0.53789777,-0.6761791,-1.771897,-1.4135739,-0.45066002,0.033369716,0.5523661,-0.8000124,2.2617326,0.606333,-0.04644187,0.7016485,1.4431068,0.75955975,0.37921703,-0.68282276,0.21391878,1.4844583,-0.2544558,0.54144067,0.030472552,0.6190677,0.6709345,0.15254024,-0.1278533,-0.18426652,-0.10219771,0.36913803,-0.41700813,-0.076702096,-0.4647066,0.47332534,0.35145545,-0.058716998,0.03751766,-0.4692007,0.21126595,-3.2568293,-0.21320324,-0.83328617,-1.0440663,-0.35583904,0.8062663,-1.9855103,-1.0684624,-0.6101814,-1.0823549,-1.9551221,0.28969005,-0.54959404,0.8393684,-1.5257807,0.64076155,0.3253839,1.112999,0.2525738,-0.721629,-0.36215985,0.53923,-0.74719155,-0.57607865,-2.7195687,-0.62051636,1.1933284,-0.1941448,0.2803586,-0.5804098,-0.9581579,0.21101288,0.6740731,-0.98180354,1.0857611,-0.26382503,0.72953516,1.7550608,0.9069049,0.82987994,-0.39829293,-0.0040083337,1.3225255,1.6844904,-1.8753221,-0.1839291,0.369586,0.5611827,-0.15110913,1.3920661,0.942398,0.37180248,-0.24580504,0.52586114,0.5393318,0.81405026,0.35761628,0.19475561,0.37896395,0.6820403,-0.29913783,-0.5302098,-0.484245,-0.57909214,1.2178,1.5212517,-1.1254283,0.7433781,-0.7624686,0.26704505,-0.09156023,0.5787198,1.433467,0.23938239,-0.32745498,0.28969017,-0.24481605,0.08089074,0.07199564,0.57149726,-0.21563499,0.67235106,1.2241005,-0.9445942,-1.2383275,1.7245067,-1.2471441,-0.81741863,-0.2737935,-0.757192,0.722906,0.15785171,-0.4871887,0.29041433,0.8887511,0.9690659,1.8725151,0.56428343,1.3676555,0.4664053,0.5460191,1.8634862,0.24904832,0.94759023,-0.5228215,-0.9347741,-0.7351375,0.57787627,0.18625902,-1.0579296,0.56749475,-0.43033043,0.3980253,0.51324856,-0.10162758,0.45260888,0.30536845,0.06567773,-0.28929156,-2.0717618,1.467561,1.5622773,0.17607532,-0.17117111,0.09414613,-2.7930362,-1.0646781,-1.0429202,-1.8213029,-1.129745,0.7172193,-1.2907528,-1.025802,-2.083781,1.3478612,0.78689665,-0.695127,0.30631092,1.0071857,-0.15509127,0.95219195,-0.36099634,0.10350955,1.4175559,1.9197046,0.5901281,1.8425109,0.5893107,0.5701592,-0.17624988,0.09600485,0.13277496,0.513618,0.68585956,-0.39830747,-0.9403881,-2.0041354,-0.11942069,-0.48122856,-3.7265973,-0.8920526,-1.7885324,-0.49124065,-1.377845,-0.92399406,-0.69236654,-1.1673208,-0.22726436,1.3894831,0.8599249,0.4772406,-0.4463259,-1.531991,1.0754377,0.04124092,1.9780346,2.1743262,0.13876127,0.7431134,0.8153912,-0.14928241,-0.60865426,0.67366296,1.0767524,-0.73175746,-0.39918593,0.5438986,1.0855429,1.0752167,0.04114493,1.10984,0.3792752,0.11842586,-2.0563948,0.6044452,0.5075386,0.602857,1.1120973,0.69472265,-0.39444458,-0.96899027,-0.17045264,-3.6271687,-0.08451803,0.730178,-1.36196,-1.9994987
3,NEO1,-0.80309725,-1.1346912,-1.2663207,-1.1854745,-0.6677185,-0.9416229,-0.050757974,0.19817476,-0.650238,-0.55935585,-0.9164569,-1.0177319,-0.58513415,-0.79851234,0.9893375,-0.09948826,-0.79402757,-1.0463468,0.731589,-0.15194014,0.41093487,0.5794741,0.2568728,0.3880598,-0.15835026,-0.12156967,-0.6433882,1.8135316,0.16340514,-0.6565567,-0.9372818,0.5358568,-0.9274316,0.08373274,0.47895354,-0.7087866,-0.27146325,-0.6999592,-0.93302774,-0.5818609,-0.5687737,-0.52653337,-1.4926223,1.1320708,-1.0052265,0.22654296,-0.17253001,-0.4399633,-1.1806678,0.37632918,-0.37905842,3.1185925,-0.0039385394,-0.107938364,-0.51021785,-0.14423579,0.20895213,0.27825487,0.31420845,0.8158681,0.2347827,0.07031036,0.47116652,-0.1315142,-0.2190607,-0.59841,-0.0876851,-0.05618293,0.13126747,1.0593569,-0.32088128,-0.5201682,0.26534757,0.7075692,2.0025737,-0.66938853,0.028904274,0.8798242,1.6614413,-0.034966264,1.3970854,-0.521416,-0.2328966,-0.24600703,0.3957032,-0.18095835,5.934868,-0.35465267,-0.90389925,1.0611706,-0.33257997,0.2973387,0.76894563,1.3801852,-1.0439035,-1.1554117,0.113202184,0.18893102,-0.47221124,-0.7393297,-0.7264253,0.762209,-0.5223678,-1.1353049,0.004742259,-0.514395,-0.3505901,0.05767148,-0.49008647,-0.006001734,-0.6729099,0.35993534,1.8995967,-0.57967293,-0.18910086,-0.33486515,0.025375659,-0.6689025,-0.40194944,-1.6235132,-0.12794787,-0.16842829,-0.01641492,0.037792552,-0.37373358,-1.0654669,0.43817425,-0.2310728,-0.65099245,2.6577063,-1.139958,-0.25963253,1.1443368,0.4946234,0.72468555,-0.23252806,-0.30360383,-1.0533518,-0.35334975,-0.2773728,2.4394922,-0.6871346,0.16889974,-0.5116151,-0.6677244,4.8505316,-0.41772664,4.4819016,0.43048152,-0.12641716,-0.5682557,-0.26896477,0.55017006,-0.070435226,0.91176456,0.17351945,-0.42013952,-0.6364471,-0.5428909,-0.6204609,-0.6169135,-1.0530412,1.4297948,0.22214526,-0.67791843,0.06906983,-0.6381084,-0.47020608,-0.5644805,-0.23104958,-0.4284097,-0.95230305,-0.7463797,-0.94770515,-0.19785565,-0.66330636,1.8790576,-0.41783983,-0.23928641,0.33135965,-0.6342417,0.84560305,1.5613285,3.8677948,-0.5702972,-0.500874,0.32127294,0.015666166,-1.0647284,-0.8697927,-0.76558393,0.67519504,0.14661811,0.4873398,1.1879396,0.045147218,0.29251006,-0.7938201,-0.22682598,-0.21277392,0.51942813,-0.18117744,0.13384719,-0.4933249,0.111723706,0.26076415,-0.50957656,-0.06893208,0.60395384,2.3433259,0.36695194,-0.8877564,-0.41187513,0.03885172,1.2121538,0.90043,0.70046115,-0.35473537,-0.2332187,2.3998113,-0.42590833,0.7854526,-0.8989879,-0.4319978,0.13370791,-0.8546031,1.2729644,-0.16003332,0.6839179,-0.83233595,0.44500804,0.2415744,0.28889877,0.094742246,-0.5533317,0.279758,-0.077534534,-0.29832542,1.3636637,0.20624763,-0.2129901,-1.9657192,-0.925216,-0.2611937,-0.87214464,-0.5963715,-0.94343364,-1.5766604,-0.04480924,-0.14115551,-1.0836294,-1.459273,-0.6596283,0.552625,-1.0216421,-0.77554876,-0.1697341,-0.63358736,-1.3724476,0.44578427,-0.8141793,-0.5070926,-0.48525494,-0.8349491,1.276168,-0.16957885,2.4461954,0.6667014,0.23359585,0.7071441,1.3343031,-0.26520693,2.308063,1.1184264
4,FN1,5.0281067,5.9288163,1.7255956,0.79516834,-0.6599571,2.2683759,-0.4385167,-0.040237695,-0.19000234,-0.47268465,-0.29680613,-0.11035029,0.10960467,0.15032843,0.34140536,-0.24959145,-0.28397295,-0.34753144,-0.70265317,-0.2984538,0.5335073,0.042725142,0.16001822,-0.116023734,-0.7156247,-0.25489932,-0.96201473,-0.86728305,-0.25027394,-0.45626053,1.7100521,0.334765,0.92397404,-0.15531163,-0.017734392,0.05725043,-0.4799187,-0.21666291,-0.24728091,0.14104266,-0.5751945,1.0395246,-0.6805325,-0.019812604,-0.55938023,4.7583885,0.3886132,-0.4975472,-0.5340795,1.2212636,-0.08632142,0.6553523,-0.27492467,0.8812566,-0.1498782,-0.93018806,1.5698081,-0.2163853,-0.5595041,0.25503093,-0.101600096,-0.56611544,-0.2908192,-0.607016,-0.45844725,-0.6361879,-0.26357263,0.06696328,2.718346,-0.19472422,-0.40123358,-0.49196514,-0.84412116,0.07512836,0.304762,0.13160402,0.1683063,-0.27276784,-0.39060247,0.4435761,-0.60125804,-0.43710902,-0.40696937,0.26870975,0.114349626,-0.037801582,-0.731304,0.09794258,-0.064310975,-0.07758319,5.9850864,0.053702176,-0.25233933,0.1801136,0.3364614,-0.09735825,-0.26071712,-0.14209835,-0.3084588,-0.5571645,-0.40080562,-0.10599569,0.94717777,-0.9333186,0.02916593,-0.6691019,-0.10739142,-0.74818766,-0.557847,-0.1584268,-0.40130192,-0.20347185,3.340565,-0.8849474,-0.51274985,2.6441164,-0.5302656,-0.45783138,2.257796,-0.4458037,-0.19925478,-0.2527297,-0.48475164,0.0029930782,-0.5450403,-0.71502846,0.2346272,0.609858,-0.3589347,-0.5755669,-0.30635753,-0.5355094,-0.50672024,-0.3910048,0.1817485,-0.3369644,-0.15537569,-0.06383349,-0.38945362,-0.58805245,-0.30603123,-0.12174501,-0.4363027,1.2886966,0.0050114994,-0.551515,0.23723757,-0.5719785,0.19432968,-0.28818917,-0.4121773,-0.30806416,-0.89019036,-0.26883435,-0.13315426,-0.6271789,-0.7111915,-0.2756678,-0.48616445,-0.6766059,-0.3809665,-1.1316382,0.2498273,-0.16440263,0.002220902,-0.028746447,-0.028113501,-0.8925949,-0.42432028,-0.26883447,-0.51741624,-0.7965196,-1.1064613,-0.3759132,-0.2688346,-0.74320775,-0.4901842,-0.117406644,-0.12207131,0.16836011,-0.14818351,0.24699312,-0.13258794,1.8826762,-0.41494483,-0.6006849,-0.037851125,3.142717,-0.85767436,-0.37786412,-0.07269302,-0.6854355,1.2269524,-0.16100216,-0.09756069,2.1559439,-0.06678126,-0.55176866,0.17160258,1.135037,-0.53148025,-0.40450507,-0.1422094,-0.22210146,-0.27772465,0.04286437,-0.038642947,0.11895193,-0.40085006,0.38293973,-0.41334668,-0.75944054,-0.11560604,-0.14981756,-0.32690048,-0.22827972,-0.47585365,0.11947811,-0.6780673,-0.574969,2.1543841,-0.15110394,-0.03885649,-0.025378425,-0.09188895,-0.12425886,0.37710142,-0.5340812,-0.23452634,-0.44947836,-0.29069704,0.10845068,-0.54184145,0.2867235,-0.37539387,-0.42492932,-0.26120827,-0.50629395,-0.2649863,0.12747492,-0.40924832,-1.2951593,-0.5505566,-0.34762967,2.240533,-0.22912195,-0.4564066,-0.3500248,-0.036593776,-0.5564051,-0.48049355,-0.5197652,-0.15245953,-0.45570618,-1.0951092,2.9896758,-0.49819896,0.19831698,-0.14132789,-0.79308575,-0.081801966,-0.7996245,-0.43148598,-0.12648912,-0.45835584,-0.09890944,-0.8294353,-0.15086734,0.26775306,0.33002174,3.9831626,-0.5688693,-0.7843458,0.7608014
5,FOS,0.99034166,1.2447565,0.6552384,0.83922434,0.24552046,-0.030758694,0.6605097,1.1243248,0.90267867,1.0320113,0.9836058,1.2065349,1.5829916,1.2054359,1.2097073,-1.1830909,-0.31051424,-1.3512502,-1.8015184,-0.5053115,-0.52288944,-1.9465973,-2.3208997,-0.8590429,-0.98963886,-1.4366342,-0.37111223,-1.372481,-2.3388913,0.65347207,0.34258276,-0.65067184,-0.6783457,0.1743086,1.4310845,1.0357594,0.8570913,0.37985483,-0.97492325,1.4654936,0.7905547,0.24725153,1.1402985,0.85472065,0.642612,0.014524639,0.31061125,0.9106351,-0.08087341,-0.0062609687,1.0739751,-0.467017,0.04466148,1.0667903,1.2438407,-0.21060085,1.1502097,0.29459623,0.14748752,-0.31543946,0.975792,-0.6028099,-0.20018515,0.86653334,0.50613815,1.1956064,-0.2395366,-0.28874373,-0.7978181,-0.6129051,1.0241606,0.14834255,0.8395644,0.77617013,0.6668597,1.3924928,0.42946434,-3.1569238,0.15504763,0.80067986,0.35105345,1.0484346,-0.055726346,1.4780298,0.6079523,0.6208174,-0.53144115,-2.4025977,0.6123783,-1.610937,0.17755379,0.0832082,-0.5218918,0.26959255,0.71080834,0.31893632,1.3449612,-0.3598445,0.5874872,0.48420924,0.9429279,0.21456687,1.3320044,0.3462536,0.70217025,-0.12861072,0.78116214,-0.1151465,0.6214608,0.41347483,-0.71711236,0.037590817,-0.32237124,0.9829783,0.9791678,0.27215162,-0.11169262,0.42607877,0.28479233,0.82100904,0.9963051,1.1481934,1.2308531,-3.336653,0.55693674,-0.4082304,-0.65561056,0.5471471,0.23183179,0.6443573,-0.7832714,0.20909292,0.092971556,-1.659892,-1.5076666,0.1945935,-0.9150114,-0.10882652,-0.17494576,-0.8097674,-0.93601996,0.37308818,1.2956564,0.70795727,-0.29671147,0.37655258,0.6708976,1.0996686,-0.6818672,0.6884103,0.09468386,0.37784827,-0.19107038,-0.5838267,-2.679929,0.4961466,0.01805509,0.08410827,0.870819,0.97235686,0.7788951,-1.6222829,-0.013469759,-0.0136168925,-0.7248271,0.93416524,-0.018898685,-0.022561258,-0.73557836,-0.0821796,-0.08735854,-2.569914,1.1090176,0.06296759,0.15888135,-2.4539895,-1.5106521,-0.6593813,-0.041229945,-1.8060653,-2.5651953,-1.5611031,0.798668,0.61733955,-0.32572454,0.81248134,0.3156123,1.3027339,-0.8784833,-0.33484608,-0.9265021,-1.3005004,-1.3146162,-0.82914627,-1.8955142,0.57962006,-2.5411885,1.0872546,1.1751151,1.4098696,-0.37155512,0.47122324,-0.24195606,0.871141,-0.6397164,-0.6649288,0.44031394,-0.63408554,1.2832905,0.46748033,-1.3939391,-1.0773455,-0.34122086,-0.3855996,-1.228414,0.064935125,0.6913882,0.15938582,-0.39451322,-0.4300054,0.31215915,0.3879862,0.87801576,0.5310562,-0.6377932,0.9093762,0.8064241,-0.17927794,-3.231904,-1.22126,0.82630664,0.4897215,1.1465359,-2.298834,-1.3743156,-1.3862071,-0.11583713,-2.8190658,-0.13928616,0.5265807,0.40896323,-1.2562687,-0.7893835,-0.085088484,-0.6589091,-1.7277137,0.3378182,0.9834061,-0.3849773,-0.10409197,-0.7398933,-0.24374191,0.6243764,0.77183795,0.78663987,0.782117,-0.6401098,0.9158696,-1.664619,1.179978,0.39770827,0.9555867,1.3273096,0.28210714,0.061020322,0.08867391,-0.030550756,0.99461305,0.39294145,-0.5361952,1.557181,0.14215918,0.52281976,-1.5491755
